grid_cell,disaster_type,month,grid_monthly_count
32.2_76.3,Landslide,7,3
32.2_76.3,Landslide,8,1
32.2_76.3,Landslide,11,1
32.2_76.3,Landslide,12,2
32.2_76.4,Earthquake,11,1
32.2_76.4,Landslide,7,1
32.2_76.5,Earthquake,10,1
32.2_77.2,Landslide,2,1
32.2_77.2,Landslide,6,1
32.2_77.2,Landslide,7,2
32.2_77.2,Landslide,8,1
32.2_78.0,Landslide,7,1
32.2_78.1,Landslide,7,2
32.2_78.1,Landslide,8,1
32.3_76.3,Earthquake,11,1
32.3_76.4,Earthquake,1,1
32.3_76.4,Earthquake,6,1
32.3_76.4,Earthquake,8,1
32.3_76.7,Earthquake,6,1
32.3_77.2,Landslide,3,2
32.3_77.2,Landslide,7,1
32.3_77.2,Landslide,8,1
32.3_77.2,Landslide,9,1
32.3_77.2,Landslide,11,1
32.4_75.5,Landslide,2,1
32.4_75.6,Landslide,7,1
32.4_76.3,Earthquake,9,1
32.4_76.5,Earthquake,7,1
32.4_77.1,Landslide,11,1
32.4_77.2,Landslide,3,1
32.4_77.2,Landslide,6,4
32.4_77.2,Landslide,7,1
32.4_77.3,Landslide,8,1
32.4_77.6,Landslide,10,1
32.5_75.1,Landslide,2,1
32.5_75.5,Earthquake,5,1
32.5_76.6,Earthquake,2,1
32.5_76.6,Earthquake,10,1
32.5_76.6,Earthquake,12,1
32.5_77.5,Landslide,7,3
32.5_78.3,Earthquake,6,1
32.5_78.4,Earthquake,5,1
32.6_75.1,Landslide,6,1
32.6_75.3,Landslide,8,1
32.6_75.4,Landslide,8,1
32.6_75.6,Landslide,8,1
32.6_75.8,Landslide,8,1
32.6_76.0,Earthquake,3,1
32.6_76.1,Earthquake,10,1
32.6_76.1,Landslide,2,1
32.6_76.1,Landslide,7,3
32.6_76.1,Landslide,10,1
32.6_76.1,Landslide,12,1
32.6_76.2,Earthquake,10,1
32.6_76.4,Earthquake,4,1
32.6_76.5,Earthquake,2,1
32.6_76.5,Earthquake,7,1
32.6_78.2,Earthquake,10,1
32.7_74.9,Landslide,11,2
32.7_75.1,Landslide,7,1
32.7_76.0,Landslide,8,1
32.7_76.3,Earthquake,7,1
32.7_76.3,Earthquake,10,1
32.7_76.6,Earthquake,6,1
32.7_76.7,Earthquake,5,1
32.7_76.7,Earthquake,7,1
32.7_76.9,Landslide,7,1
32.7_77.6,Landslide,12,1
32.8_75.1,Landslide,6,2
32.8_76.0,Earthquake,2,1
32.8_76.3,Earthquake,5,1
32.8_76.4,Earthquake,9,1
32.8_77.4,Earthquake,7,1
32.8_77.4,Landslide,4,1
32.8_78.2,Earthquake,7,1
32.8_78.3,Earthquake,7,1
32.8_78.6,Earthquake,1,1
32.9_75.1,Landslide,6,1
32.9_75.1,Landslide,7,2
32.9_75.1,Landslide,9,1
32.9_75.1,Landslide,11,1
32.9_75.8,Earthquake,10,1
32.9_76.1,Earthquake,11,1
32.9_76.2,Earthquake,3,1
32.9_76.3,Earthquake,6,1
32.9_76.8,Earthquake,4,1
32.9_78.7,Earthquake,12,1
32.9_79.2,Earthquake,6,1
33.0_74.5,Landslide,9,1
33.0_74.6,Landslide,8,1
33.0_74.9,Landslide,2,2
33.0_74.9,Landslide,3,1
33.0_74.9,Landslide,4,1
33.0_74.9,Landslide,5,1
33.0_74.9,Landslide,8,2
33.0_74.9,Landslide,10,1
33.0_75.0,Landslide,7,1
33.0_75.2,Landslide,3,1
33.0_75.2,Landslide,6,1
33.0_75.2,Landslide,7,2
33.0_75.2,Landslide,8,2
33.0_75.2,Landslide,11,1
33.0_75.3,Landslide,3,1
33.0_75.6,Earthquake,7,1
33.0_75.7,Landslide,7,1
33.0_75.8,Earthquake,5,1
33.0_76.4,Earthquake,6,1
33.0_76.8,Earthquake,4,1
33.1_74.8,Landslide,3,1
33.1_74.8,Landslide,6,1
33.1_74.8,Landslide,7,1
33.1_74.8,Landslide,8,1
33.1_74.9,Landslide,5,1
33.1_75.1,Landslide,7,1
33.1_75.2,Landslide,5,1
33.1_75.3,Landslide,3,1
33.1_75.3,Landslide,10,1
33.1_75.4,Landslide,6,1
33.1_75.4,Landslide,8,1
33.1_75.5,Landslide,3,1
33.1_75.5,Landslide,4,1
33.1_75.5,Landslide,8,2
33.1_75.6,Earthquake,11,1
33.1_75.6,Landslide,3,1
33.1_75.6,Landslide,4,1
33.1_75.7,Landslide,1,1
33.1_75.8,Landslide,7,1
33.1_75.9,Earthquake,1,1
33.1_75.9,Earthquake,5,1
33.1_75.9,Earthquake,10,1
33.1_76.1,Earthquake,5,2
33.1_76.2,Earthquake,1,1
33.1_76.2,Earthquake,5,1
33.1_76.2,Earthquake,10,1
33.1_76.4,Earthquake,7,1
33.1_76.9,Earthquake,8,1
33.2_74.1,Earthquake,2,1
33.2_75.2,Earthquake,9,1
33.2_75.2,Landslide,1,1
33.2_75.2,Landslide,2,5
33.2_75.2,Landslide,3,2
33.2_75.2,Landslide,4,2
33.2_75.2,Landslide,5,1
33.2_75.2,Landslide,6,1
33.2_75.2,Landslide,7,2
33.2_75.2,Landslide,8,4
33.2_75.2,Landslide,9,2
33.2_75.2,Landslide,10,1
33.2_75.2,Landslide,12,2
33.2_75.3,Landslide,5,1
33.2_75.3,Landslide,9,1
33.2_75.3,Landslide,12,1
33.2_75.5,Earthquake,9,1
33.2_75.5,Landslide,6,1
33.2_75.7,Earthquake,4,1
33.2_75.7,Landslide,3,1
33.2_75.8,Earthquake,2,1
33.2_75.8,Earthquake,5,1
33.2_75.8,Landslide,2,1
33.2_75.8,Landslide,3,1
33.2_75.8,Landslide,6,1
33.2_75.8,Landslide,12,1
33.2_76.3,Earthquake,6,1
33.2_76.7,Earthquake,4,1
33.3_75.2,Landslide,1,1
33.3_75.2,Landslide,2,7
33.3_75.2,Landslide,3,4
33.3_75.2,Landslide,8,2
33.3_75.2,Landslide,9,1
33.3_75.2,Landslide,10,1
33.3_75.2,Landslide,11,1
33.3_75.2,Landslide,12,1
33.3_75.6,Earthquake,6,1
33.3_75.7,Earthquake,9,2
33.3_75.7,Earthquake,12,1
33.3_75.8,Landslide,7,1
33.3_75.8,Landslide,8,1
33.3_75.8,Landslide,9,1
33.3_75.9,Earthquake,9,1
33.3_75.9,Landslide,4,1
33.3_76.0,Earthquake,7,1
33.3_76.0,Earthquake,8,1
33.3_77.3,Landslide,12,1
33.3_77.9,Landslide,9,1
33.4_74.3,Landslide,8,2
33.4_74.3,Landslide,9,1
33.4_74.5,Landslide,6,1
33.4_75.2,Landslide,1,1
33.4_75.2,Landslide,2,1
33.4_75.2,Landslide,4,1
33.4_75.2,Landslide,7,4
33.4_75.2,Landslide,8,1
33.4_75.6,Earthquake,9,1
33.4_75.7,Earthquake,3,1
33.4_75.7,Earthquake,11,1
33.5_74.4,Landslide,6,1
33.5_75.7,Earthquake,1,1
33.5_76.0,Earthquake,10,1
33.5_76.1,Earthquake,7,1
33.5_76.5,Earthquake,1,1
33.5_76.6,Earthquake,4,1
33.6_74.2,Landslide,2,1
33.6_74.5,Landslide,2,1
33.6_74.5,Landslide,5,1
33.6_74.9,Earthquake,1,1
33.6_74.9,Landslide,4,1
33.6_76.3,Earthquake,10,1
33.6_77.8,Landslide,7,1
33.7_74.2,Landslide,3,1
33.7_74.2,Landslide,5,1
33.7_74.3,Landslide,3,1
33.7_74.6,Landslide,10,1
33.7_74.7,Earthquake,5,1
33.7_74.8,Landslide,3,1
33.7_74.9,Earthquake,2,1
33.7_75.4,Earthquake,8,1
33.7_75.4,Earthquake,9,1
33.7_75.7,Earthquake,10,1
33.7_76.0,Landslide,7,1
33.7_76.3,Earthquake,10,1
33.7_77.8,Landslide,7,1
33.8_74.1,Landslide,3,1
33.8_74.1,Landslide,8,4
33.8_74.3,Landslide,4,1
33.8_74.8,Earthquake,1,1
33.8_75.0,Earthquake,3,1
33.8_75.2,Earthquake,12,1
33.8_76.4,Earthquake,8,2
33.9_74.3,Landslide,3,1
33.9_74.6,Landslide,5,1
33.9_74.7,Landslide,3,1
33.9_74.8,Landslide,3,1
33.9_75.0,Landslide,3,1
33.9_75.0,Landslide,5,1
33.9_75.1,Earthquake,2,1
34.0_73.9,Earthquake,1,1
34.0_74.0,Earthquake,10,1
34.0_74.3,Landslide,3,1
34.0_74.6,Landslide,3,1
34.0_74.8,Landslide,3,1
34.0_75.0,Landslide,5,1
34.0_75.0,Landslide,9,1
34.0_75.2,Earthquake,9,1
34.0_75.3,Landslide,10,1
34.0_78.0,Landslide,7,1
34.0_78.1,Earthquake,3,1
34.0_79.8,Earthquake,7,1
34.1_73.8,Earthquake,10,1
34.1_73.9,Earthquake,1,1
34.1_73.9,Earthquake,3,1
34.1_74.0,Landslide,3,2
34.1_74.0,Landslide,5,2
34.1_74.0,Landslide,8,2
34.1_74.0,Landslide,10,1
34.1_74.0,Landslide,12,1
34.1_74.1,Landslide,11,1
34.1_74.4,Earthquake,2,1
34.1_74.4,Landslide,3,4
34.1_74.6,Landslide,3,1
34.1_74.7,Landslide,6,1
34.1_74.8,Flood,9,1
34.1_74.9,Landslide,12,1
34.1_76.2,Earthquake,4,1
34.1_76.8,Landslide,3,1
34.1_77.5,Landslide,6,1
34.1_77.6,Landslide,6,2
34.1_77.7,Earthquake,5,1
34.1_77.7,Landslide,6,1
34.1_78.7,Earthquake,8,1
34.1_79.6,Earthquake,2,1
34.1_79.7,Earthquake,11,1
34.2_73.7,Earthquake,5,1
34.2_73.8,Earthquake,11,1
34.2_73.9,Earthquake,2,2
34.2_74.1,Landslide,10,1
34.2_74.3,Landslide,4,1
34.2_74.3,Landslide,5,1
34.2_74.3,Landslide,6,1
34.2_74.3,Landslide,7,1
34.2_74.4,Landslide,4,1
34.2_74.5,Landslide,2,1
34.2_74.6,Earthquake,10,1
34.2_75.5,Landslide,3,1
34.2_76.2,Earthquake,6,1
34.2_76.5,Earthquake,3,1
34.2_77.3,Landslide,3,1
34.2_77.4,Landslide,6,1
34.2_77.5,Landslide,6,1
34.2_77.6,Flood,8,2
34.2_77.6,Landslide,6,1
34.2_77.6,Landslide,8,2
34.2_78.7,Earthquake,2,1
34.2_79.3,Earthquake,9,1
34.2_79.7,Earthquake,7,1
34.2_79.8,Earthquake,4,1
34.2_80.3,Earthquake,1,1
34.2_80.4,Earthquake,2,1
34.3_73.9,Earthquake,9,1
34.3_75.1,Landslide,7,1
34.3_75.3,Landslide,8,1
34.3_75.4,Landslide,5,1
34.3_75.4,Landslide,7,1
34.3_75.4,Landslide,8,1
34.3_75.5,Landslide,4,1
34.3_75.7,Earthquake,3,1
34.3_76.4,Earthquake,5,1
34.3_76.4,Earthquake,6,1
34.3_77.3,Landslide,6,1
34.3_79.2,Earthquake,10,1
34.3_79.7,Earthquake,3,1
34.3_79.8,Earthquake,1,1
34.3_80.0,Earthquake,1,1
34.3_80.2,Earthquake,6,1
34.4_74.1,Earthquake,11,1
34.4_74.2,Earthquake,5,1
34.4_74.3,Landslide,4,1
34.4_75.6,Landslide,5,1
34.4_76.2,Earthquake,2,1
34.4_76.3,Earthquake,4,1
34.4_76.3,Landslide,1,1
34.4_76.3,Landslide,4,2
34.4_76.6,Earthquake,2,1
34.4_76.7,Earthquake,5,1
34.5_74.2,Landslide,8,1
34.5_74.4,Earthquake,10,1
34.5_74.8,Earthquake,4,1
34.5_75.6,Earthquake,11,1
34.5_78.5,Earthquake,1,1
34.5_79.7,Earthquake,12,1
34.5_80.0,Earthquake,8,1
34.5_80.2,Earthquake,3,1
34.6_73.2,Flood,7,1
34.6_74.1,Earthquake,4,1
34.6_74.9,Landslide,8,1
34.6_76.1,Landslide,6,1
34.6_77.6,Landslide,5,1
34.6_79.8,Earthquake,3,1
34.6_79.9,Earthquake,11,1
34.6_80.1,Earthquake,6,1
34.7_74.0,Landslide,8,1
34.7_74.1,Earthquake,7,1
34.7_74.7,Landslide,3,1
34.7_75.2,Earthquake,6,1
34.7_79.1,Earthquake,2,1
34.7_80.1,Earthquake,8,1
34.7_80.1,Earthquake,9,1
34.7_80.1,Earthquake,11,1
34.7_80.2,Earthquake,1,1
34.7_80.2,Earthquake,10,1
34.8_75.1,Earthquake,12,1
34.8_77.5,Earthquake,12,1
34.8_80.1,Earthquake,12,1
34.8_80.2,Earthquake,8,1
34.8_80.2,Earthquake,12,1
34.9_76.8,Landslide,12,1
34.9_77.4,Earthquake,12,1
35.1_77.4,Earthquake,9,1
35.2_76.8,Earthquake,6,1
35.2_77.4,Earthquake,6,1
35.2_77.7,Earthquake,5,1
35.2_77.7,Earthquake,10,1
35.2_77.8,Earthquake,8,1
35.3_77.0,Earthquake,12,1
35.3_77.1,Earthquake,11,1
35.3_77.6,Earthquake,10,1
35.3_77.8,Earthquake,7,1
35.3_77.9,Earthquake,11,1
35.3_78.5,Earthquake,12,1
35.4_74.3,Earthquake,10,1
35.4_77.1,Earthquake,11,1
35.4_77.5,Earthquake,5,1
35.4_78.3,Earthquake,1,1
35.4_78.3,Earthquake,3,1
35.4_78.4,Earthquake,7,1
35.4_78.4,Earthquake,9,1
35.4_78.4,Earthquake,11,1
35.5_74.5,Earthquake,1,1
35.5_76.5,Earthquake,7,1
35.5_76.6,Earthquake,2,1
35.5_76.9,Earthquake,12,1
35.5_77.6,Earthquake,1,1
35.5_77.6,Earthquake,10,1
35.5_78.2,Earthquake,9,1
35.5_78.3,Earthquake,9,1
35.6_76.5,Earthquake,5,1
35.6_76.6,Earthquake,4,1
35.6_76.8,Earthquake,3,1
35.6_77.4,Earthquake,10,1
35.6_77.5,Earthquake,1,1
35.6_77.8,Earthquake,4,1
35.6_78.0,Earthquake,5,1
35.6_78.4,Earthquake,5,2
35.6_78.4,Earthquake,6,1
35.6_78.5,Earthquake,2,1
35.6_78.5,Earthquake,6,1
35.6_78.5,Earthquake,11,1
35.7_77.5,Earthquake,3,1
35.7_77.7,Earthquake,4,1
35.7_78.2,Earthquake,9,1
35.7_78.2,Earthquake,11,1
35.7_78.5,Earthquake,12,1
35.8_77.3,Earthquake,1,1
35.8_77.4,Earthquake,10,1
35.8_77.4,Earthquake,12,1
35.8_77.5,Earthquake,8,1
35.8_77.6,Earthquake,2,1
35.8_77.7,Earthquake,8,1
35.8_78.3,Earthquake,5,1
36.0_76.9,Earthquake,4,1
36.0_77.5,Earthquake,1,1
36.1_77.1,Earthquake,3,1
36.1_77.8,Earthquake,8,1
36.4_77.0,Earthquake,12,1
36.5_76.1,Earthquake,9,1
36.7_73.1,Earthquake,3,1
6.1_80.1,Cyclone,12,1
6.1_80.2,Cyclone,12,1
6.1_80.9,Cyclone,1,1
6.3_95.5,Cyclone,3,1
6.5_82.5,Cyclone,2,1
7.0_82.4,Cyclone,1,1
7.1_82.7,Cyclone,12,1
7.2_81.9,Cyclone,3,1
7.3_81.9,Cyclone,4,1
7.3_82.0,Cyclone,10,1
7.4_82.1,Cyclone,11,1
7.5_81.0,Cyclone,12,1
7.6_79.5,Cyclone,10,1
7.6_81.9,Cyclone,12,1
7.6_82.0,Cyclone,12,1
7.6_82.6,Cyclone,1,1
7.8_81.8,Cyclone,12,1
7.9_81.9,Cyclone,12,1
8.0_79.8,Cyclone,11,1
8.0_91.9,Earthquake,9,1
8.0_91.9,Earthquake,10,1
8.0_92.1,Earthquake,6,1
8.0_92.2,Earthquake,6,1
8.0_93.8,Earthquake,3,1
8.0_93.8,Earthquake,8,1
8.0_94.0,Earthquake,10,1
8.1_77.6,Cyclone,11,1
8.1_91.9,Earthquake,11,1
8.1_93.3,Earthquake,1,1
8.1_93.5,Earthquake,8,1
8.1_93.6,Earthquake,12,1
8.1_93.9,Earthquake,4,1
8.1_94.9,Earthquake,11,1
8.2_77.3,Landslide,5,1
8.2_77.4,Landslide,11,1
8.2_91.8,Earthquake,10,1
8.2_92.1,Earthquake,9,1
8.2_92.2,Earthquake,12,1
8.2_93.8,Earthquake,11,1
8.2_94.2,Earthquake,6,1
8.2_94.3,Earthquake,10,1
8.3_77.2,Landslide,9,1
8.3_81.5,Cyclone,11,1
8.3_81.7,Cyclone,10,1
8.3_81.9,Cyclone,12,1
8.3_91.8,Earthquake,9,1
8.3_92.1,Earthquake,12,1
8.3_93.4,Earthquake,8,1
8.3_93.7,Earthquake,10,1
8.3_94.0,Earthquake,8,1
8.3_94.0,Earthquake,10,1
8.3_94.1,Earthquake,12,1
8.3_94.2,Earthquake,10,1
8.3_94.4,Earthquake,10,1
8.4_92.3,Earthquake,5,1
8.4_92.3,Earthquake,10,1
8.4_92.4,Earthquake,5,1
8.4_93.0,Earthquake,2,1
8.4_93.1,Earthquake,6,1
8.4_93.8,Earthquake,8,1
8.5_76.9,Landslide,11,2
8.5_77.0,Landslide,11,2
8.5_81.5,Cyclone,12,2
8.5_81.7,Cyclone,3,1
8.5_81.7,Cyclone,12,1
8.5_92.3,Earthquake,6,1
8.5_93.3,Earthquake,2,1
8.5_93.4,Earthquake,5,1
8.5_93.5,Earthquake,5,1
8.5_94.0,Earthquake,12,1
8.6_91.9,Earthquake,8,1
8.6_92.1,Earthquake,2,1
8.6_92.6,Earthquake,9,1
8.6_93.0,Earthquake,1,1
8.6_93.3,Earthquake,6,1
8.6_93.6,Earthquake,3,1
8.6_93.8,Earthquake,9,1
8.6_93.9,Earthquake,3,1
8.6_93.9,Earthquake,9,2
8.6_93.9,Earthquake,11,1
8.6_94.9,Earthquake,9,1
8.7_76.9,Landslide,12,1
8.7_81.3,Cyclone,12,1
8.7_82.1,Cyclone,3,1
8.7_92.1,Earthquake,2,1
8.7_92.4,Earthquake,3,1
8.7_92.4,Earthquake,9,1
8.7_93.4,Earthquake,4,1
8.7_93.6,Earthquake,11,1
8.7_93.7,Earthquake,1,1
8.7_93.9,Earthquake,11,1
8.7_94.0,Earthquake,3,1
8.7_94.0,Earthquake,12,1
8.7_94.1,Earthquake,12,1
8.7_94.4,Earthquake,12,1
8.8_92.3,Earthquake,3,1
8.8_93.6,Earthquake,3,1
8.8_93.6,Earthquake,6,1
8.8_93.8,Earthquake,3,2
8.8_93.9,Earthquake,3,1
8.8_93.9,Earthquake,4,1
8.8_93.9,Earthquake,6,2
8.9_92.4,Earthquake,2,1
8.9_93.6,Earthquake,7,1
8.9_93.7,Earthquake,1,1
8.9_93.7,Earthquake,7,1
8.9_93.8,Earthquake,5,2
8.9_93.8,Earthquake,6,1
8.9_93.9,Earthquake,4,1
9.0_78.5,Cyclone,11,1
9.0_81.0,Cyclone,11,2
9.0_81.1,Cyclone,12,1
9.0_81.2,Cyclone,12,1
9.0_92.2,Earthquake,8,1
9.0_92.3,Earthquake,8,1
9.0_93.6,Earthquake,6,1
9.0_93.7,Earthquake,8,1
9.0_93.8,Earthquake,3,1
9.0_94.0,Earthquake,4,1
9.1_78.7,Cyclone,10,1
9.1_92.5,Earthquake,12,1
9.1_92.6,Earthquake,2,1
9.1_92.6,Earthquake,7,1
9.1_92.7,Earthquake,5,1
9.1_92.8,Earthquake,12,1
9.1_93.1,Earthquake,12,1
9.1_93.7,Earthquake,1,1
9.1_93.8,Earthquake,10,1
9.1_94.1,Earthquake,5,1
9.2_81.1,Cyclone,12,1
9.2_91.5,Earthquake,4,1
9.2_92.8,Earthquake,3,1
9.2_92.8,Earthquake,9,1
9.2_93.6,Earthquake,8,1
9.2_93.7,Earthquake,8,1
9.2_93.9,Earthquake,5,1
9.2_94.0,Earthquake,8,1
9.3_80.6,Cyclone,12,1
9.3_80.9,Cyclone,1,1
9.3_81.1,Cyclone,1,1
9.3_93.5,Earthquake,12,1
9.3_93.6,Earthquake,5,1
9.3_93.7,Earthquake,3,1
9.3_93.7,Earthquake,7,1
9.4_76.9,Landslide,6,1
9.4_78.8,Cyclone,10,1
9.4_78.8,Cyclone,12,1
9.4_80.0,Cyclone,3,1
9.4_80.6,Cyclone,1,1
9.4_92.9,Earthquake,7,1
9.4_93.1,Earthquake,1,1
9.4_93.1,Earthquake,2,1
9.4_93.1,Earthquake,5,1
9.4_93.1,Earthquake,6,1
9.4_93.1,Earthquake,10,1
9.4_93.2,Earthquake,11,1
9.4_93.5,Earthquake,9,1
9.4_93.6,Earthquake,1,1
9.4_93.9,Earthquake,6,1
9.5_76.9,Landslide,6,1
9.5_77.0,Landslide,2,1
9.5_92.7,Earthquake,4,1
9.5_92.8,Earthquake,6,1
9.5_93.3,Earthquake,8,1
9.5_93.5,Earthquake,11,1
9.5_93.6,Earthquake,1,1
9.6_76.5,Landslide,7,1
9.6_76.5,Landslide,8,1
9.6_76.9,Landslide,8,1
9.6_77.0,Landslide,1,1
9.6_92.1,Earthquake,3,1
9.6_92.2,Earthquake,6,1
9.6_92.5,Earthquake,6,1
9.6_93.0,Earthquake,12,1
9.6_93.1,Earthquake,10,1
9.6_93.4,Earthquake,3,1
9.7_76.8,Landslide,5,1
9.7_76.8,Landslide,8,3
9.7_92.6,Earthquake,7,1
9.7_93.1,Earthquake,5,1
9.7_93.3,Earthquake,5,1
9.7_93.4,Earthquake,6,1
9.7_93.9,Earthquake,11,1
9.8_76.9,Landslide,2,1
9.8_76.9,Landslide,5,1
9.8_76.9,Landslide,7,1
9.8_77.1,Landslide,6,1
9.8_77.1,Landslide,8,5
9.8_79.8,Cyclone,4,1
9.8_91.8,Earthquake,3,1
9.8_92.5,Earthquake,2,1
9.8_92.7,Earthquake,7,1
9.8_92.8,Earthquake,9,1
9.8_92.8,Earthquake,10,1
9.8_92.9,Earthquake,7,1
9.8_93.2,Earthquake,3,1
9.8_93.4,Earthquake,9,1
9.8_93.5,Earthquake,3,1
9.8_93.6,Earthquake,4,1
9.8_93.7,Earthquake,4,1
9.8_93.8,Earthquake,10,2
9.8_93.9,Earthquake,10,1
9.8_93.9,Earthquake,11,1
9.8_94.0,Earthquake,2,1
9.9_76.4,Landslide,2,1
9.9_76.4,Landslide,9,1
9.9_76.7,Landslide,2,1
9.9_76.8,Landslide,10,1
9.9_76.9,Landslide,5,2
9.9_77.0,Landslide,4,1
9.9_77.0,Landslide,5,1
9.9_78.5,Flood,11,1
9.9_79.4,Cyclone,11,1
9.9_80.2,Cyclone,12,1
9.9_92.9,Earthquake,11,1
9.9_93.0,Earthquake,1,1
9.9_93.0,Earthquake,7,1
9.9_93.0,Earthquake,11,1
9.9_93.1,Earthquake,2,1
9.9_93.1,Earthquake,9,1
9.9_93.6,Earthquake,1,1
9.9_93.8,Earthquake,4,2
9.9_94.1,Earthquake,9,1
